"ds","Actual","Fitted","Error","AbsError","SqError","PctError","AbsPctError"
2019-09-01,121.8,121.888723662593,-0.0887236625934236,0.0887236625934236,0.00787188830399167,-0.0728437295512509,0.0728437295512509
2019-10-01,122,121.737509749763,0.262490250236866,0.262490250236866,0.0689011314694123,0.215155942817103,0.215155942817103
2019-11-01,122.1,121.671214537602,0.428785462398395,0.428785462398395,0.183856972764205,0.35117564487993,0.35117564487993
2019-12-01,122.3,121.465977906405,0.834022093594911,0.834022093594911,0.695592852604438,0.681947746193713,0.681947746193713
2020-01-01,122.4,121.013441723033,1.38655827696697,1.38655827696697,1.9225438554256,1.13280904980961,1.13280904980961
2020-02-01,122.4,120.593534842946,1.80646515705433,1.80646515705433,3.26331636365134,1.47587022635158,1.47587022635158
2020-03-01,120.9,120.426618706645,0.473381293355146,0.473381293355146,0.224089848898591,0.391547802609716,0.391547802609716
2020-04-01,117.6,119.414872736262,-1.81487273626196,1.81487273626196,3.29376304882698,-1.54325912947446,1.54325912947446
2020-05-01,117.9,119.6004699768,-1.70046997679955,1.70046997679955,2.89159814199667,-1.44229853842201,1.44229853842201
2020-06-01,119.1,119.843256145407,-0.743256145407045,0.743256145407045,0.552429697685339,-0.624060575488703,0.624060575488703
2020-07-01,119.9,119.96966667824,-0.0696666782395141,0.0696666782395141,0.00485344605692799,-0.0581039851872511,0.0581039851872511
2020-08-01,120.1,120.248284105113,-0.148284105113035,0.148284105113035,0.0219881758291736,-0.123467198262311,0.123467198262311
2020-09-01,120.1,120.393876669504,-0.293876669504328,0.293876669504328,0.0863634968789563,-0.244693313492363,0.244693313492363
2020-10-01,120.2,120.539785186111,-0.339785186110504,0.339785186110504,0.11545397270015,-0.28268318312022,0.28268318312022
2020-11-01,120,120.735395646235,-0.735395646235332,0.735395646235332,0.540806756501882,-0.61282970519611,0.61282970519611
2020-12-01,120.6,120.997281447136,-0.397281447136123,0.397281447136123,0.157832548238572,-0.329420768769588,0.329420768769588
2021-01-01,122.1,121.587376380547,0.512623619453009,0.512623619453009,0.262782975221104,0.419839164171179,0.419839164171179
2021-02-01,122.5,122.04907383247,0.450926167529957,0.450926167529957,0.203334408563255,0.368102993902006,0.368102993902006
2021-03-01,122.9,122.084343711212,0.815656288788276,0.815656288788276,0.665295181439863,0.663674767118206,0.663674767118206
2021-04-01,123.1,121.966654547743,1.13334545225699,1.13334545225699,1.2844719141516,0.920670554229886,0.920670554229886
2021-05-01,123.1,122.277718177713,0.822281822287266,0.822281822287266,0.676147395264067,0.667978734595667,0.667978734595667
2021-06-01,123.2,122.5604999635,0.639500036500053,0.639500036500053,0.408960296683569,0.519074704951341,0.519074704951341
2021-07-01,122.5,122.83233256522,-0.332332565219829,0.332332565219829,0.110444933905592,-0.271291889975371,0.271291889975371
2021-08-01,122.5,123.204919432878,-0.704919432878128,0.704919432878128,0.496911406849222,-0.575444435002554,0.575444435002554
2021-09-01,122.8,123.471946198276,-0.671946198276444,0.671946198276444,0.451511693378167,-0.547187457879841,0.547187457879841
2021-10-01,123.7,123.819838429731,-0.119838429731416,0.119838429731416,0.0143612492404916,-0.0968782778750334,0.0968782778750334
2021-11-01,124,124.242020062741,-0.242020062740806,0.242020062740806,0.0585737107690639,-0.195177469952263,0.195177469952263
2021-12-01,124.5,124.561560710603,-0.061560710602734,0.061560710602734,0.00378972108991357,-0.0494463538977784,0.0494463538977784
2022-01-01,124.9,125.192822931587,-0.292822931587381,0.292822931587381,0.0857452692634278,-0.234445901991498,0.234445901991498
2022-02-01,125.2,125.745235040865,-0.545235040865393,0.545235040865393,0.297281249787486,-0.435491246697598,0.435491246697598
2022-03-01,125.6,125.892097849435,-0.292097849435038,0.292097849435038,0.0853211536445741,-0.232561982034266,0.232561982034266
2022-04-01,125.9,126.190523267146,-0.290523267145545,0.290523267145545,0.0844037687529218,-0.230757162148964,0.230757162148964
2022-05-01,126.6,126.645735385815,-0.0457353858154903,0.0457353858154903,0.00209172551569175,-0.0361258971686337,0.0361258971686337
2022-06-01,127.4,126.992274360631,0.407725639368749,0.407725639368749,0.166240196998655,0.320035823680337,0.320035823680337
2022-07-01,127.9,127.434036951518,0.465963048481754,0.465963048481754,0.217121562550409,0.364318255263295,0.364318255263295
2022-08-01,128.2,127.761417504358,0.438582495642393,0.438582495642393,0.19235460548391,0.342108030922304,0.342108030922304
2022-09-01,128.3,128.012487595762,0.287512404238498,0.287512404238498,0.0826633825910016,0.224093845860092,0.224093845860092
2022-10-01,128.6,128.429217246626,0.170782753374112,0.170782753374112,0.0291667488500429,0.132801518953431,0.132801518953431
2022-11-01,129,128.937576430844,0.0624235691561807,0.0624235691561807,0.00389670198619648,0.0483903636869618,0.0483903636869618
2022-12-01,129.2,129.316169597252,-0.116169597252082,0.116169597252082,0.0134953753257109,-0.0899145489567196,0.0899145489567196
2023-01-01,129.5,129.651541070744,-0.151541070743832,0.151541070743832,0.0229646961221871,-0.117020131848519,0.117020131848519
2023-02-01,129.8,129.961746521257,-0.161746521256873,0.161746521256873,0.0261619371387001,-0.124612111908223,0.124612111908223
2023-03-01,129.9,129.805101139158,0.0948988608421928,0.0948988608421928,0.00900579378914587,0.0730553201248597,0.0730553201248597
2023-04-01,130,130.053300377412,-0.0533003774122847,0.0533003774122847,0.00284093023229198,-0.0410002903171421,0.0410002903171421
2023-05-01,130.2,130.195877764137,0.00412223586300797,0.00412223586300797,1.69928285102691e-05,0.00316607977189552,0.00316607977189552
2023-06-01,130.4,130.138774215773,0.261225784226724,0.261225784226724,0.068238910344867,0.200326521646261,0.200326521646261
2023-07-01,130.5,130.299588347002,0.200411652997587,0.200411652997587,0.0401648306572254,0.153572147890872,0.153572147890872
2023-08-01,130.7,130.444796954664,0.255203045336145,0.255203045336145,0.0651285943488427,0.195258642185268,0.195258642185268
2023-09-01,130.8,130.54468242372,0.255317576280504,0.255317576280504,0.065187064757751,0.195196923761853,0.195196923761853
2023-10-01,130.9,130.899068958543,0.000931041457477022,0.000931041457477022,8.66838195540937e-07,0.000711261617629505,0.000711261617629505
2023-11-01,130.9,131.355227542292,-0.455227542291595,0.455227542291595,0.207232115260846,-0.347767411987468,0.347767411987468
2023-12-01,131.2,131.65559135875,-0.455591358749928,0.455591358749928,0.207563486167605,-0.347249511242323,0.347249511242323
